115.8362462,-0.006419402
122.1701205,-0.006736662
128.5039948,-0.00647139
134.837869,-0.007814414
141.1717433,-0.006813644
147.5056176,-0.005481617
153.8394919,-0.006120804
160.1733662,-0.004235904
165.0337838,-0.000271003
171.1148649,0.007859079
177.1959459,0.01598916
181.25,0.022764228
185.5088634,0.026734306
191.8427377,0.030336145
198.1766119,0.02235798
202.5337838,0.01598916
207.6013514,0.013279133
213.1756757,0.011924119
220.2702703,0.014634146
224.8310811,0.017344173
229.8459834,0.019838559
234.9662162,0.026829268
242.3566938,0.041110333
246.6216216,0.053929539
251.6891892,0.075609756
255.2364865,0.095934959
257.2635135,0.106775068
258.9242245,0.11922445
260.8108108,0.140650407
262.8378378,0.158265583
264.3581081,0.175880759
265.8914862,0.191752463
268.0795518,0.217909336
270.3169724,0.246946324
271.9594595,0.270731707
273.9864865,0.292411924
276.0135135,0.314092141
277.1507228,0.331039752
279.7684289,0.355414377
282.6013514,0.377777778
285.1234317,0.398843388
288.2903689,0.418011979
293.1847263,0.435822883
299.5186006,0.443395141
305.8524749,0.436116815
311.322639,0.419647853
316.2169964,0.402059537
321.1113538,0.383081263
325.1420011,0.366433842
328.5968416,0.349369434
332.0516822,0.330765379
335.2186193,0.312931148
338.0976531,0.296149008
341.2645902,0.278417419
344.7194307,0.260198276
348.1742713,0.243518779
351.9170152,0.225941155
355.9476624,0.208015278
359.5670192,0.190283166
363.4331502,0.172703851
366.2546033,0.155055126
369.6230728,0.133761274
372.6460583,0.11570251
375.8445946,0.097289973
379.5557393,0.075569074
382.9391892,0.05799458
387.6170339,0.039090872
392.0608108,0.029539295
396.2541352,0.022637915
402.5880095,0.026693649
408.346077,0.04409187
411.8243243,0.059349593
414.1041446,0.078975672
416.9831783,0.09722676
418.9189189,0.114905149
421.1577773,0.137548986
424.1396337,0.160506206
426.1960864,0.179366868
427.5780226,0.196995813
429.3630235,0.214778723
431.474315,0.233190322
433.7862663,0.251461952
435.8568441,0.269394741
440.8006395,0.290470314
446.9251295,0.304603063
453.2590038,0.299384264
458.729168,0.283292965
462.4719119,0.266279878
465.3509456,0.249651702
467.942076,0.232677106
470.245303,0.216125913
472.0961105,0.197567681
474.0840147,0.179495171
476.4832095,0.158367808
478.6767591,0.137081593
480.897728,0.117396121
483.4888584,0.096995813
486.3678921,0.079289885
488.6711192,0.060814135
491.2622495,0.044570871
494.3880576,0.027794229
498.1719306,0.011160555
